BOM ID,Inventory ID,Revision Descr.,Revision,Status,Notes,Type,Item ID,Qty Required,UOM,ACTIVITIES,Production Line,CLASS,Production Line.1,CLASS.1,Pax,Machine,Time (min)
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Labor,L01 LABELING/CODING,0.124499976967504,MIN,L01 LABELING/CODING,L01 - L1 COATINGS,DL,L01,DL,1,1,0.1245
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Labor,L01 MIXING,0.572298465095517,MIN,L01 MIXING,L01 - L1 COATINGS,DL,L01,VOH,1,1,0.5723
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Labor,L01 MILLING,1.36900035594009,MIN,L01 MILLING,L01 - L1 COATINGS,DL,L01,FOH,1,1,1.369
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Labor,L01 FILLING,0.149900091588956,MIN,L01 FILLING,L01 - L1 COATINGS,DL,L01,DL,2,1,0.1499
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Labor,L01 PACKING/PALLETIZ,0.125499960467512,MIN,L01 PACKING/PALLETIZ,L01 - L1 COATINGS,DL,L01,VOH,2,0,0.1255
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.1245,MIN,L01 LABELING/CODING,L01 VOH,VOH,L01,FOH,1,1,0.1245
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 MIXING,0.5723,MIN,L01 MIXING,L01 VOH,VOH,L01,DL,1,1,0.5723
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 MILLING,2.738,MIN,L01 MILLING,L01 VOH,VOH,L01,VOH,1,1,2.738
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 FILLING,0.1499,MIN,L01 FILLING,L01 VOH,VOH,L01,FOH,2,1,0.1499
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.1255,MIN,L01 PACKING/PALLETIZ,L01 VOH,VOH,L01,DL,2,0,0.1255
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.1245,MIN,L01 LABELING/CODING,L01 FOH,FOH,L01,VOH,1,1,0.1245
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 MIXING,0.5723,MIN,L01 MIXING,L01 FOH,FOH,L01,FOH,1,1,0.5723
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 MILLING,2.738,MIN,L01 MILLING,L01 FOH,FOH,L01,DL,1,1,2.738
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 FILLING,0.1499,MIN,L01 FILLING,L01 FOH,FOH,L01,VOH,2,1,0.1499
1AF2202L,1AF2202L,PG ANTI FOULING PAINT RED 4L,03,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.1255,MIN,L01 PACKING/PALLETIZ,L01 FOH,FOH,L01,FOH,2,0,0.1255
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Labor,L01 LABELING/CODING,0.124499976967504,MIN,L01 LABELING/CODING,L01 - L1 COATINGS,DL,L01,DL,1,1,0.1245
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Labor,L01 MIXING,0.142800022848004,MIN,L01 MIXING,L01 - L1 COATINGS,DL,L01,VOH,1,1,0.1428
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Labor,L01 MILLING,0.342499768812656,MIN,L01 MILLING,L01 - L1 COATINGS,DL,L01,FOH,1,1,0.3425
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Labor,L01 FILLING,0.0629999836200043,MIN,L01 FILLING,L01 - L1 COATINGS,DL,L01,DL,2,1,0.063
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Labor,L01 PACKING/PALLETIZ,0.125499960467512,MIN,L01 PACKING/PALLETIZ,L01 - L1 COATINGS,DL,L01,VOH,2,0,0.1255
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.1245,MIN,L01 LABELING/CODING,L01 VOH,VOH,L01,FOH,1,1,0.1245
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 MIXING,0.1428,MIN,L01 MIXING,L01 VOH,VOH,L01,DL,1,1,0.1428
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 MILLING,0.685,MIN,L01 MILLING,L01 VOH,VOH,L01,VOH,1,1,0.685
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 FILLING,0.063,MIN,L01 FILLING,L01 VOH,VOH,L01,FOH,2,1,0.063
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.1255,MIN,L01 PACKING/PALLETIZ,L01 VOH,VOH,L01,DL,2,0,0.1255
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.1245,MIN,L01 LABELING/CODING,L01 FOH,FOH,L01,VOH,1,1,0.1245
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 MIXING,0.1428,MIN,L01 MIXING,L01 FOH,FOH,L01,FOH,1,1,0.1428
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 MILLING,0.685,MIN,L01 MILLING,L01 FOH,FOH,L01,DL,1,1,0.685
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 FILLING,0.063,MIN,L01 FILLING,L01 FOH,FOH,L01,VOH,2,1,0.063
1AF29233,1AF29233,PG ANTI FOULING PAINT RED 1L,03,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.1255,MIN,L01 PACKING/PALLETIZ,L01 FOH,FOH,L01,FOH,2,0,0.1255
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Labor,L06 LABELING/CODING,0.464000519680582,MIN,L06 LABELING/CODING,L06 - L6 EPOXY LINE,DL,L06,DL,1,1,0.464
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Labor,L06 FILLING,0.18999992400003,MIN,L06 FILLING,L06 - L6 EPOXY LINE,DL,L06,VOH,2,1,0.19
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Labor,L06 PACKING/PALLETIZ,0.1,MIN,L06 PACKING/PALLETIZ,L06 - L6 EPOXY LINE,DL,L06,FOH,2,0,0.1
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.464,MIN,L06 LABELING/CODING,L06 VOH,VOH,L06,DL,1,1,0.464
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.095,MIN,L06 FILLING,L06 VOH,VOH,L06,VOH,2,1,0.095
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.1,MIN,L06 PACKING/PALLETIZ,L06 VOH,VOH,L06,FOH,2,0,0.1
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.464,MIN,L06 LABELING/CODING,L06 FOH,FOH,L06,DL,1,1,0.464
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.095,MIN,L06 FILLING,L06 FOH,FOH,L06,VOH,2,1,0.095
1APC2009,1APC2009,ALL PURPOSE EPOXY  GALLON,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.1,MIN,L06 PACKING/PALLETIZ,L06 FOH,FOH,L06,FOH,2,0,0.1
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Labor,L06 LABELING/CODING,0.13049991909005,MIN,L06 LABELING/CODING,L06 - L6 EPOXY LINE,DL,L06,DL,1,1,0.1305
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Labor,L06 FILLING,0.143219898399804,MIN,L06 FILLING,L06 - L6 EPOXY LINE,DL,L06,VOH,2,1,0.1432
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Labor,L06 PACKING/PALLETIZ,0.0351399977510401,MIN,L06 PACKING/PALLETIZ,L06 - L6 EPOXY LINE,DL,L06,FOH,2,0,0.0351
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.1305,MIN,L06 LABELING/CODING,L06 VOH,VOH,L06,DL,1,1,0.1305
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.07161,MIN,L06 FILLING,L06 VOH,VOH,L06,VOH,2,1,0.0716
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.03514,MIN,L06 PACKING/PALLETIZ,L06 VOH,VOH,L06,FOH,2,0,0.0351
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.1305,MIN,L06 LABELING/CODING,L06 FOH,FOH,L06,DL,1,1,0.1305
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.07161,MIN,L06 FILLING,L06 FOH,FOH,L06,VOH,2,1,0.0716
1APC2010,1APC2010,ALL PURPOSE EPOXY  QUART,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.03514,MIN,L06 PACKING/PALLETIZ,L06 FOH,FOH,L06,FOH,2,0,0.0351
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Labor,L06 LABELING/CODING,0.115000028750007,MIN,L06 LABELING/CODING,L06 - L6 EPOXY LINE,DL,L06,DL,1,1,0.115
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Labor,L06 FILLING,0.0959999692800098,MIN,L06 FILLING,L06 - L6 EPOXY LINE,DL,L06,VOH,2,1,0.096
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Labor,L06 PACKING/PALLETIZ,0.0179999985600001,MIN,L06 PACKING/PALLETIZ,L06 - L6 EPOXY LINE,DL,L06,FOH,2,0,0.018
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.115,MIN,L06 LABELING/CODING,L06 VOH,VOH,L06,DL,1,1,0.115
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.048,MIN,L06 FILLING,L06 VOH,VOH,L06,VOH,2,1,0.048
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.018,MIN,L06 PACKING/PALLETIZ,L06 VOH,VOH,L06,FOH,2,0,0.018
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.115,MIN,L06 LABELING/CODING,L06 FOH,FOH,L06,DL,1,1,0.115
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.048,MIN,L06 FILLING,L06 FOH,FOH,L06,VOH,2,1,0.048
1APC2012,1APC2012,ALL PURPOSE EPOXY  PINT,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.018,MIN,L06 PACKING/PALLETIZ,L06 FOH,FOH,L06,FOH,2,0,0.018
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Labor,L06 LABELING/CODING,0.107999991360001,MIN,L06 LABELING/CODING,L06 - L6 EPOXY LINE,DL,L06,DL,1,1,0.108
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Labor,L06 FILLING,0.05699999886,MIN,L06 FILLING,L06 - L6 EPOXY LINE,DL,L06,VOH,2,1,0.057
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Labor,L06 PACKING/PALLETIZ,0.00900000009,MIN,L06 PACKING/PALLETIZ,L06 - L6 EPOXY LINE,DL,L06,FOH,2,0,0.009
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.108,MIN,L06 LABELING/CODING,L06 VOH,VOH,L06,DL,1,1,0.108
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.029,MIN,L06 FILLING,L06 VOH,VOH,L06,VOH,2,1,0.029
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.009,MIN,L06 PACKING/PALLETIZ,L06 VOH,VOH,L06,FOH,2,0,0.009
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 LABELING/CODING,0.108,MIN,L06 LABELING/CODING,L06 FOH,FOH,L06,DL,1,1,0.108
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 FILLING,0.029,MIN,L06 FILLING,L06 FOH,FOH,L06,VOH,2,1,0.029
1APC2016,1APC2016,ALL PURPOSE EPOXY 1/2 PINT,03,A,CRN RD23-CR055,Overhead,L06 PACKING/PALLETIZ,0.009,MIN,L06 PACKING/PALLETIZ,L06 FOH,FOH,L06,FOH,2,0,0.009
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Labor,L06 LABELING/CODING,0.104000049920024,MIN,L06 LABELING/CODING,L06 - L6 EPOXY LINE,DL,L06,DL,1,1,0.104
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Labor,L06 FILLING,0.05699999886,MIN,L06 FILLING,L06 - L6 EPOXY LINE,DL,L06,VOH,2,1,0.057
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Labor,L06 PACKING/PALLETIZ,0.002,MIN,L06 PACKING/PALLETIZ,L06 - L6 EPOXY LINE,DL,L06,FOH,2,0,0.002
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 LABELING/CODING,0.104,MIN,L06 LABELING/CODING,L06 VOH,VOH,L06,DL,1,1,0.104
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 FILLING,0.029,MIN,L06 FILLING,L06 VOH,VOH,L06,VOH,2,1,0.029
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 PACKING/PALLETIZ,0.002,MIN,L06 PACKING/PALLETIZ,L06 VOH,VOH,L06,FOH,2,0,0.002
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 LABELING/CODING,0.104,MIN,L06 LABELING/CODING,L06 FOH,FOH,L06,DL,1,1,0.104
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 FILLING,0.029,MIN,L06 FILLING,L06 FOH,FOH,L06,VOH,2,1,0.029
1APC2019,1APC2019,ALL PURPOSE EPOXY 1/4 PINT,04,A,CRN RD25-CR019,Overhead,L06 PACKING/PALLETIZ,0.002,MIN,L06 PACKING/PALLETIZ,L06 FOH,FOH,L06,FOH,2,0,0.002
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 LABELING/CODING,0.125,MIN,L01 LABELING/CODING,L01 - L1 COATINGS,DL,L01,DL,1,1,0.125
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 MIXING,1.77777777777778,MIN,L01 MIXING,L01 - L1 COATINGS,DL,L01,VOH,1,1,1.7778
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 MILLING,1.33333333333333,MIN,L01 MILLING,L01 - L1 COATINGS,DL,L01,FOH,1,1,1.3333
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 LETDOWN,0.666671111140741,MIN,L01 LETDOWN,L01 - L1 COATINGS,DL,L01,DL,1,1,0.6667
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 TINTING,1.0,MIN,L01 TINTING,L01 - L1 COATINGS,DL,L01,VOH,1,1,1.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 FILLING,1.0,MIN,L01 FILLING,L01 - L1 COATINGS,DL,L01,FOH,2,1,1.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Labor,L01 PACKING/PALLETIZ,0.5,MIN,L01 PACKING/PALLETIZ,L01 - L1 COATINGS,DL,L01,DL,2,0,0.5
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.125,MIN,L01 LABELING/CODING,L01 VOH,VOH,L01,VOH,1,1,0.125
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 MIXING,1.77778,MIN,L01 MIXING,L01 VOH,VOH,L01,FOH,1,1,1.7778
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 MILLING,2.66667,MIN,L01 MILLING,L01 VOH,VOH,L01,DL,1,1,2.6667
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 LETDOWN,0.66667,MIN,L01 LETDOWN,L01 VOH,VOH,L01,VOH,1,1,0.6667
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 TINTING,2.0,MIN,L01 TINTING,L01 VOH,VOH,L01,FOH,1,1,2.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 FILLING,1.0,MIN,L01 FILLING,L01 VOH,VOH,L01,DL,2,1,1.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.5,MIN,L01 PACKING/PALLETIZ,L01 VOH,VOH,L01,VOH,2,0,0.5
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 LABELING/CODING,0.125,MIN,L01 LABELING/CODING,L01 FOH,FOH,L01,FOH,1,1,0.125
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 MIXING,1.77778,MIN,L01 MIXING,L01 FOH,FOH,L01,DL,1,1,1.7778
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 MILLING,2.66667,MIN,L01 MILLING,L01 FOH,FOH,L01,VOH,1,1,2.6667
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 LETDOWN,0.66667,MIN,L01 LETDOWN,L01 FOH,FOH,L01,FOH,1,1,0.6667
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 TINTING,2.0,MIN,L01 TINTING,L01 FOH,FOH,L01,DL,1,1,2.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 FILLING,1.0,MIN,L01 FILLING,L01 FOH,FOH,L01,VOH,2,1,1.0
1APU5A5I04,1APU5A5I04,PIOTHANE PU TOPCOAT RAL 5011 16L,02,A,CRN RD23-CR055,Overhead,L01 PACKING/PALLETIZ,0.5,MIN,L01 PACKING/PALLETIZ,L01 FOH,FOH,L01,FOH,2,0,0.5
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Labor,L04B LABELING/CODING,0.0219999978000002,MIN,L04B LABELING/CODING,L04B - L4B SEMI AUTO FILLING,DL,L04B,DL,1,1,0.022
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Labor,L04B FILLING,0.149999925000038,MIN,L04B FILLING,L04B - L4B SEMI AUTO FILLING,DL,L04B,VOH,2,1,0.15
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Labor,L04B PACKING/PALLETI,0.131999957760014,MIN,L04B PACKING/PALLETI,L04B - L4B SEMI AUTO FILLING,DL,L04B,FOH,2,0,0.132
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B LABELING/CODING,0.022,MIN,L04B LABELING/CODING,L04B VOH,VOH,L04B,DL,1,1,0.022
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B FILLING,0.075,MIN,L04B FILLING,L04B VOH,VOH,L04B,VOH,2,1,0.075
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B PACKING/PALLETI,0.066,MIN,L04B PACKING/PALLETI,L04B VOH,VOH,L04B,FOH,2,0,0.066
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B LABELING/CODING,0.022,MIN,L04B LABELING/CODING,L04B FOH,FOH,L04B,DL,1,1,0.022
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B FILLING,0.075,MIN,L04B FILLING,L04B FOH,FOH,L04B,VOH,2,1,0.075
1BBA6A1I01,1BBA6A1I01,BUILDERS BOND 25G SAMPLE,00,A,DOMESTIC,Overhead,L04B PACKING/PALLETI,0.066,MIN,L04B PACKING/PALLETI,L04B FOH,FOH,L04B,FOH,2,0,0.066
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Labor,L04B CODING,0.0166999998664,MIN,L04B CODING,L04A - L4A ELASTO MIXING,DL,L04A,DL,1,1,0.0167
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Labor,L04B FILLING,0.214200187210964,MIN,L04B FILLING,L04A - L4A ELASTO MIXING,DL,L04A,VOH,2,1,0.2142
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Labor,L04B PACKING/PALLETI,0.231199974105603,MIN,L04B PACKING/PALLETI,L04A - L4A ELASTO MIXING,DL,L04A,FOH,2,0,0.2312
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B CODING,0.0167,MIN,L04B CODING,L04B VOH,VOH,L04B,DL,1,1,0.0167
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B FILLING,0.1071,MIN,L04B FILLING,L04B VOH,VOH,L04B,VOH,2,1,0.1071
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B PACKING/PALLETI,0.1156,MIN,L04B PACKING/PALLETI,L04B VOH,VOH,L04B,FOH,2,0,0.1156
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B CODING,0.0167,MIN,L04B CODING,L04B FOH,FOH,L04B,DL,1,1,0.0167
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B FILLING,0.1071,MIN,L04B FILLING,L04B FOH,FOH,L04B,VOH,2,1,0.1071
1BBI9B14,1BBI9B14,TRANSITION TO PRINTED CARTRIDGE,03,A,PCMR-26-005,Overhead,L04B PACKING/PALLETI,0.1156,MIN,L04B PACKING/PALLETI,L04B FOH,FOH,L04B,FOH,2,0,0.1156
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Labor,L02 LABELING/CODING,1.0,MIN,L02 LABELING/CODING,L02 - L2 CYANO BOTTLE FILLING,DL,L02,DL,1,1,1.0
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Labor,L02 PACKING/PALLETIZ,0.0410000065600011,MIN,L02 PACKING/PALLETIZ,L02 - L2 CYANO BOTTLE FILLING,DL,L02,VOH,2,0,0.041
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Overhead,L02 LABELING/CODING,0.333,MIN,L02 LABELING/CODING,L02 VOH,VOH,L02,FOH,1,1,0.333
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Overhead,L02 PACKING/PALLETIZ,0.041,MIN,L02 PACKING/PALLETIZ,L02 VOH,VOH,L02,DL,2,0,0.041
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Overhead,L02 LABELING/CODING,0.333,MIN,L02 LABELING/CODING,L02 FOH,FOH,L02,VOH,1,1,0.333
1BBT3A9A01,1BBT3A9A01,BUILDERS BOND TURBO 260ML,02,A,CRN RD23-CR055,Overhead,L02 PACKING/PALLETIZ,0.041,MIN,L02 PACKING/PALLETIZ,L02 FOH,FOH,L02,FOH,2,0,0.041
